"","i","file_name","behaviour","behaviour_sub","in_validation_set","multimedia_id","path","deployment_id","sequence_id","location_name","timestamp"
"497",103,"e7ba38cc-73f5-4a6c-b364-f09de999e885.jpg","f","gra",TRUE,"e7ba38cc-73f5-4a6c-b364-f09de999e885","https://multimedia.agouti.eu/assets/e7ba38cc-73f5-4a6c-b364-f09de999e885/file","94f2640c-3f13-45c6-882c-2f04abeab97b","557b3c78-fda7-4ece-8b67-8903ae62a94e","H6R1-01-V03",2019-05-13 19:38:33
"498",104,"eae1c935-8d8b-476b-b4d4-69cc6d4b5803.jpg","o","v",TRUE,"eae1c935-8d8b-476b-b4d4-69cc6d4b5803","https://multimedia.agouti.eu/assets/eae1c935-8d8b-476b-b4d4-69cc6d4b5803/file","5c164908-f43d-45ad-8746-afdf13d611da","580739a6-4690-40c6-af87-73b8bee81250","V10",2020-05-11 17:51:34
"499",105,"ec1000aa-d286-4f49-af80-0dc9455605aa.jpg","m","w",TRUE,"ec1000aa-d286-4f49-af80-0dc9455605aa","https://multimedia.agouti.eu/assets/ec1000aa-d286-4f49-af80-0dc9455605aa/file","6cf82481-d2e4-46f2-a52c-06de9a68e976","69310908-abce-4543-9364-6880906c8c06","H3R1-03",2019-05-14 19:07:09
"500",106,"edc86a06-31e0-498a-8f0f-5796d5779ab6.jpg","m","w",TRUE,"edc86a06-31e0-498a-8f0f-5796d5779ab6","https://multimedia.agouti.eu/assets/edc86a06-31e0-498a-8f0f-5796d5779ab6/file","239171cf-49f3-4fd1-a519-78cd2272741a","b56f9712-a944-4ad1-9ddb-0e772b04a88a","H4R1-01",2020-04-12 18:26:52
"501",107,"f3777d67-f48d-4288-ac04-4e179d521eb9.jpg","o","v",TRUE,"f3777d67-f48d-4288-ac04-4e179d521eb9","https://multimedia.agouti.eu/assets/f3777d67-f48d-4288-ac04-4e179d521eb9/file","1b21afed-9052-403d-8fd3-a4105824c311","1803daa5-0b99-41b0-bb2a-4faf8885e611","H5R1-02",2019-04-24 16:27:07
"502",108,"f4a4c3bf-2e3d-4bb8-a53b-5beeac151b26.jpg","f","sc",TRUE,"f4a4c3bf-2e3d-4bb8-a53b-5beeac151b26","https://multimedia.agouti.eu/assets/f4a4c3bf-2e3d-4bb8-a53b-5beeac151b26/file","ee33dd0b-2b18-429a-b06f-7fed0b1954d4","528d5f84-fcc3-4e4e-8d2f-08b996ad52a3","H5R0-01",2021-04-25 18:58:07
"503",109,"f87440f1-fc13-435f-9fb3-e6f836f62b7b.jpg","o","v",TRUE,"f87440f1-fc13-435f-9fb3-e6f836f62b7b","https://multimedia.agouti.eu/assets/f87440f1-fc13-435f-9fb3-e6f836f62b7b/file","ac86626f-a232-4326-95b7-296ec31f1253","3a38d56e-a662-45e2-b500-7915ecb06935","H4R1-01",2019-04-26 18:29:40
"504",110,"fcc545b0-85d7-4a66-b9f2-9ba7341a082b.jpg","o","gro",TRUE,"fcc545b0-85d7-4a66-b9f2-9ba7341a082b","https://multimedia.agouti.eu/assets/fcc545b0-85d7-4a66-b9f2-9ba7341a082b/file","3007b6df-bf0d-44dd-b90c-a5ebfce668d9","a20bd304-6cd3-47ad-8332-4fa7887788af","H6R1-01-V03",2020-05-15 05:09:36
"505",111,"fea04ea6-fb38-49c3-b29f-e71338e9fdca.jpg","m","w",TRUE,"fea04ea6-fb38-49c3-b29f-e71338e9fdca","https://multimedia.agouti.eu/assets/fea04ea6-fb38-49c3-b29f-e71338e9fdca/file","162c85a5-1766-4eaa-b044-62214c58fac9","55a6bbe1-af54-4523-b41d-a662105ad0c6","H4R1-01",2019-04-29 18:14:10
"506",112,"ffae4f86-5457-4315-88dc-3d99a787a6a3.jpg","m","ru",TRUE,"ffae4f86-5457-4315-88dc-3d99a787a6a3","https://multimedia.agouti.eu/assets/ffae4f86-5457-4315-88dc-3d99a787a6a3/file","5e099d82-4e38-4bc7-8742-12de0ef72318","136fd462-4e90-4779-86f3-68a25b682c76","H5R0-04",2019-04-22 04:22:31
